Date,Close/Last,Volume,Open,High,Low,Day
06/18/2021,$274.04,12567920,$276.50,$276.98,$272.455,1699
06/17/2021,$278.69,7136848,$284.29,$284.50,$277.56,1698
06/16/2021,$283.11,5629240,$283.73,$284.80,$281.08,1697
06/15/2021,$283.94,3760903,$284.46,$284.965,$282.65,1696
06/14/2021,$283.53,6102270,$286.66,$286.85,$281.5156,1695
06/11/2021,$286.82,3524361,$285.45,$287.36,$285.02,1694
06/10/2021,$284.91,4044608,$289.88,$290.81,$284.68,1693
06/09/2021,$288.58,3502842,$288.88,$289.09,$287.05,1692
06/08/2021,$289.19,5036621,$289.18,$289.90,$285.70,1691
06/07/2021,$289.46,4442470,$292.56,$292.58,$288.84,1690
06/04/2021,$292.52,3273412,$292.91,$293.08,$291.45,1689
06/03/2021,$291.97,4099941,$288.36,$293.272,$288.28,1688
06/02/2021,$290.02,3517430,$290.85,$290.90,$289.22,1687
06/01/2021,$289.84,3335983,$291.52,$292.07,$288.81,1686
05/28/2021,$289.44,4522664,$289.68,$290.46,$288.23,1685
05/27/2021,$289.30,6610596,$288.57,$289.99,$286.57,1684
05/26/2021,$287.33,4756875,$289.64,$289.64,$285.75,1683
05/25/2021,$287.20,4754083,$290.19,$291.60,$287.11,1682
05/24/2021,$289.73,3947879,$289.11,$290.41,$287.91,1681
05/21/2021,$287.74,4232598,$287.12,$289.35,$286.75,1680
05/20/2021,$286.73,4143635,$288.41,$289.135,$285.90,1679
05/19/2021,$286.22,5272133,$284.11,$286.56,$282.57,1678
05/18/2021,$287.59,4361282,$290.20,$290.31,$287.24,1677
05/17/2021,$289.22,3882976,$289.99,$290.47,$288.07,1676
05/14/2021,$290.68,4263393,$288.67,$291.375,$288.67,1675
05/13/2021,$286.90,5246624,$282.91,$288.37,$282.85,1674
05/12/2021,$282.91,5313010,$285.46,$286.12,$282.55,1673
05/11/2021,$285.63,6814899,$289.84,$290.51,$284.29,1672
05/10/2021,$292.33,4542731,$292.345,$295.083,$292.07,1671
05/07/2021,$290.93,6101832,$289.97,$291.07,$287.77,1670
05/06/2021,$289.71,5965549,$284.69,$290.00,$284.05,1669
05/05/2021,$282.76,3013873,$282.52,$283.50,$282.23,1668
05/04/2021,$280.26,4467147,$278.54,$280.80,$276.78,1667
05/03/2021,$279.18,5185658,$278.55,$281.12,$277.67,1666
04/30/2021,$274.95,5213541,$276.29,$277.41,$274.21,1665
04/29/2021,$277.60,4543724,$274.47,$277.79,$274.35,1664
04/28/2021,$272.95,3176106,$273.54,$273.96,$272.13,1663
04/27/2021,$273.65,3176319,$271.07,$274.16,$270.05,1662
04/26/2021,$270.86,3577632,$272.28,$273.98,$270.63,1661
04/23/2021,$271.98,3684487,$269.86,$272.6906,$269.56,1660
04/22/2021,$269.51,3734218,$272.04,$272.08,$268.78,1659
04/21/2021,$272.21,3897511,$267.80,$272.46,$267.75,1658
04/20/2021,$267.89,3741695,$268.53,$269.31,$266.801,1657
04/19/2021,$270.28,4235932,$272.30,$272.92,$268.8475,1656
04/16/2021,$272.11,4710925,$270.47,$272.97,$270.11,1655
04/15/2021,$269.14,3921101,$268.06,$269.28,$266.3943,1654
04/14/2021,$267.53,3124048,$267.31,$268.44,$267.15,1653
04/13/2021,$267.10,3558493,$267.42,$268.20,$266.05,1652
04/12/2021,$267.93,4294469,$266.53,$268.34,$266.53,1651
04/09/2021,$266.01,6054022,$264.22,$266.24,$263.35,1650
04/08/2021,$263.51,3113946,$262.72,$263.93,$261.911,1649
04/07/2021,$263.62,3585586,$262.99,$264.34,$262.4003,1648
04/06/2021,$263.06,3069093,$262.86,$263.34,$261.94,1647
04/05/2021,$262.66,5050565,$260.02,$263.35,$260.00,1646
04/01/2021,$258.20,5573842,$255.74,$258.47,$254.80,1645
03/31/2021,$255.47,6580741,$256.86,$257.68,$255.17,1644
03/30/2021,$258.19,3879346,$259.94,$261.00,$257.24,1643
03/29/2021,$258.82,6643130,$253.93,$260.05,$253.30,1642
03/26/2021,$256.77,5801970,$252.75,$257.39,$252.42,1641
03/25/2021,$250.75,5505215,$249.38,$251.53,$246.79,1640
03/24/2021,$249.63,4167843,$249.55,$251.89,$248.50,1639
03/23/2021,$248.31,4624233,$250.20,$251.17,$247.71,1638
03/22/2021,$250.36,5370835,$250.60,$251.67,$248.86,1637
03/19/2021,$250.99,16649850,$252.31,$252.50,$248.52,1636
03/18/2021,$252.46,5558018,$253.76,$255.64,$251.38,1635
03/17/2021,$252.00,6775745,$252.02,$254.28,$250.6601,1634
03/16/2021,$251.50,6720786,$254.53,$254.53,$249.82,1633
03/15/2021,$254.61,6979049,$260.31,$260.44,$253.52,1632
03/12/2021,$260.02,4498086,$262.40,$264.65,$259.67,1631
03/11/2021,$260.91,5921549,$264.22,$264.80,$260.4199,1630
03/10/2021,$263.99,8945700,$260.30,$267.50,$259.64,1629
03/09/2021,$259.02,8276597,$258.55,$262.94,$255.61,1628
03/08/2021,$257.61,7135779,$255.60,$260.23,$253.73,1627
03/05/2021,$253.15,6401890,$248.89,$253.45,$247.325,1626
03/04/2021,$245.48,7843543,$251.08,$252.55,$243.23,1625
03/03/2021,$251.55,6093204,$249.73,$254.81,$249.29,1624
03/02/2021,$249.22,4686124,$249.12,$251.34,$248.37,1623
03/01/2021,$249.21,6334166,$246.86,$250.55,$246.09,1622
02/26/2021,$240.51,8087759,$245.15,$245.15,$240.25,1621
02/25/2021,$243.69,6459817,$248.07,$250.56,$242.927,1620
02/24/2021,$248.45,5106898,$245.15,$249.55,$245.15,1619
02/23/2021,$245.53,5455367,$245.56,$246.57,$243.29,1618
02/22/2021,$244.97,4013145,$240.89,$245.9801,$240.80,1617
02/19/2021,$241.85,4254656,$244.20,$244.95,$241.36,1616
02/18/2021,$243.50,4049896,$244.73,$245.49,$241.67,1615
02/17/2021,$245.25,4323241,$244.14,$246.19,$244.00,1614
02/16/2021,$245.28,4726101,$244.14,$247.26,$242.82,1613
02/12/2021,$242.46,3422107,$238.07,$242.76,$238.03,1612
02/11/2021,$239.76,2909640,$239.36,$240.44,$238.88,1611
02/10/2021,$239.92,3825592,$241.43,$241.52,$239.04,1610
02/09/2021,$239.91,4774458,$237.07,$240.78,$235.66,1609
02/08/2021,$237.42,3329703,$236.00,$237.56,$235.35,1608
02/05/2021,$235.16,3812966,$236.98,$236.98,$234.83,1607
02/04/2021,$235.77,4452386,$232.84,$235.905,$232.41,1606
02/03/2021,$232.68,3807540,$232.40,$233.16,$231.28,1605
02/02/2021,$232.24,5302328,$231.21,$233.43,$230.665,1604
02/01/2021,$229.32,4068409,$229.97,$230.50,$228.04,1603
01/29/2021,$227.87,6388092,$229.45,$229.97,$227.21,1602
01/28/2021,$230.95,5943918,$229.76,$233.51,$228.16,1601
01/27/2021,$227.36,8230374,$230.00,$230.00,$226.10,1600
01/26/2021,$231.57,3945915,$233.00,$233.50,$231.33,1599
01/25/2021,$233.01,5098897,$231.67,$233.52,$230.45,1598
01/22/2021,$232.92,4465090,$232.50,$233.83,$232.21,1597
01/21/2021,$234.16,4319793,$235.22,$236.20,$234.08,1596
01/20/2021,$234.76,4876514,$234.00,$235.20,$233.24,1595
01/19/2021,$234.55,5503127,$234.64,$236.24,$231.70,1594
01/15/2021,$233.49,5226415,$234.10,$234.59,$231.91,1593
01/14/2021,$235.02,4530181,$234.79,$235.70,$233.8372,1592
01/13/2021,$234.51,3828413,$232.00,$234.95,$231.71,1591
01/12/2021,$233.03,5618722,$233.31,$233.98,$231.70,1590
01/11/2021,$233.43,3882330,$231.22,$233.92,$231.02,1589
01/08/2021,$234.03,4850601,$233.54,$234.60,$231.72,1588
01/07/2021,$232.88,4693848,$232.78,$233.9643,$231.33,1587
01/06/2021,$230.27,9012829,$229.49,$232.68,$227.55,1586
01/05/2021,$227.47,5531573,$228.21,$230.10,$226.847,1585
01/04/2021,$228.45,7405706,$231.73,$231.87,$226.85,1584
12/31/2020,$231.87,4228870,$229.28,$232.28,$228.89,1583
12/30/2020,$229.65,3257957,$229.54,$230.585,$229.08,1582
12/29/2020,$229.57,3800358,$230.50,$231.10,$229.10,1581
12/28/2020,$228.41,3507318,$228.09,$230.15,$227.36,1580
12/24/2020,$226.53,2386994,$224.60,$227.125,$224.21,1579
12/23/2020,$224.24,4984149,$222.63,$224.91,$222.61,1578
12/22/2020,$221.88,6165628,$223.58,$223.75,$221.76,1577
12/21/2020,$223.49,7376589,$222.02,$224.20,$221.26,1576
12/18/2020,$223.43,20672800,$224.79,$225.20,$221.68,1575
12/17/2020,$224.68,7390467,$222.51,$225.02,$221.6673,1574
12/16/2020,$221.91,7994869,$225.48,$225.48,$221.82,1573
12/15/2020,$224.38,5169074,$224.83,$225.86,$222.73,1572
12/14/2020,$222.85,6545455,$227.68,$228.06,$222.36,1571
12/11/2020,$226.39,4028353,$225.20,$226.73,$224.595,1570
12/10/2020,$227.35,4567434,$226.45,$227.87,$225.728,1569
12/09/2020,$227.51,4874314,$228.57,$228.90,$226.635,1568
12/08/2020,$228.19,4590686,$227.46,$228.735,$226.61,1567
12/07/2020,$229.24,4743430,$231.26,$231.26,$228.10,1566
12/04/2020,$231.35,4753002,$230.24,$231.89,$230.24,1565
12/03/2020,$231.02,4699041,$230.00,$231.50,$228.87,1564
12/02/2020,$230.42,4681526,$229.80,$230.59,$228.31,1563
12/01/2020,$229.68,4442626,$230.23,$231.98,$229.34,1562
11/30/2020,$228.91,5989549,$231.19,$231.29,$228.165,1561
11/27/2020,$231.55,1935806,$233.10,$234.17,$230.45,1560
11/25/2020,$233.13,3249877,$233.92,$234.00,$232.0104,1559
11/24/2020,$233.92,4714771,$232.45,$234.99,$231.24,1558
11/23/2020,$229.54,3632543,$229.77,$230.50,$228.0442,1557
11/20/2020,$227.01,4028442,$228.78,$229.72,$226.771,1556
11/19/2020,$229.53,4623632,$229.67,$229.97,$227.6154,1555
11/18/2020,$230.07,4741785,$233.57,$234.476,$230.00,1554
11/17/2020,$233.16,5040020,$231.93,$234.97,$230.01,1553
11/16/2020,$233.10,5768612,$230.58,$233.46,$229.86,1552
11/13/2020,$227.42,4790845,$226.50,$228.145,$225.29,1551
11/12/2020,$224.72,5111764,$225.01,$225.88,$223.18,1550
11/11/2020,$227.37,4789221,$228.50,$228.98,$225.4701,1549
11/10/2020,$228.48,7059371,$221.82,$228.61,$220.94,1548
11/09/2020,$221.50,11343440,$221.97,$225.23,$218.01,1547
11/06/2020,$208.85,4324663,$208.45,$210.26,$207.5875,1546
11/05/2020,$207.45,5940982,$208.69,$210.86,$206.97,1545
11/04/2020,$206.17,5978686,$206.59,$210.15,$204.78,1544
11/03/2020,$206.63,5472813,$206.93,$209.8007,$206.36,1543
11/02/2020,$204.31,5940592,$204.84,$206.18,$203.06,1542
10/30/2020,$201.90,5755622,$200.51,$202.271,$198.70,1541
10/29/2020,$201.51,5227943,$200.03,$202.955,$197.81,1540
10/28/2020,$200.70,7538290,$202.68,$203.88,$199.79,1539
10/27/2020,$206.88,3039192,$208.00,$208.48,$206.58,1538
10/26/2020,$208.49,4717982,$209.64,$210.26,$207.00,1537
10/23/2020,$212.71,2831432,$212.43,$213.87,$211.73,1536
10/22/2020,$211.61,2949963,$209.63,$211.78,$209.23,1535
10/21/2020,$210.18,3196330,$208.97,$211.38,$208.6103,1534
10/20/2020,$210.06,3888817,$209.63,$211.45,$209.41,1533
10/19/2020,$208.99,3413786,$212.16,$212.32,$208.20,1532
10/16/2020,$211.91,3630992,$211.84,$213.8253,$211.81,1531
10/15/2020,$211.65,3063809,$209.27,$211.99,$208.22,1530
10/14/2020,$210.91,5026903,$212.02,$212.35,$210.54,1529
10/13/2020,$212.31,4850195,$215.76,$216.38,$212.00,1528
10/12/2020,$216.41,3903098,$216.74,$217.43,$215.12,1527
10/09/2020,$215.68,3091717,$215.88,$216.2924,$214.16,1526
10/08/2020,$215.15,3612138,$214.39,$215.69,$213.44,1525
10/07/2020,$213.29,3759814,$212.33,$214.67,$211.36,1524
10/06/2020,$210.26,5315644,$212.65,$213.48,$209.65,1523
10/05/2020,$212.36,3649194,$213.09,$213.90,$212.05,1522
10/02/2020,$211.18,4421401,$209.84,$213.68,$209.53,1521
10/01/2020,$212.02,4758944,$214.30,$214.385,$210.62,1520
09/30/2020,$212.94,5822458,$211.11,$213.70,$210.7522,1519
09/29/2020,$210.44,4037925,$213.59,$213.59,$210.24,1518
09/28/2020,$213.54,5043931,$213.22,$215.47,$212.0206,1517
09/25/2020,$210.45,3563345,$207.00,$211.11,$206.82,1516
09/24/2020,$208.72,3963496,$209.14,$210.23,$206.58,1515
09/23/2020,$209.61,4424597,$213.94,$214.88,$209.38,1514
09/22/2020,$214.16,5291711,$212.54,$214.75,$211.70,1513
09/21/2020,$213.02,8342537,$214.00,$215.45,$208.73,1512
09/18/2020,$218.21,11864010,$219.08,$221.01,$217.83,1511
09/17/2020,$218.05,6942515,$218.46,$218.68,$216.50,1510
09/16/2020,$219.59,5663404,$220.28,$222.26,$219.19,1509
09/15/2020,$218.94,3864321,$220.08,$221.57,$218.45,1508
09/14/2020,$219.94,4070857,$219.00,$221.32,$218.30,1507
09/11/2020,$217.93,3437465,$218.00,$219.265,$216.92,1506
09/10/2020,$217.80,3838665,$220.54,$220.68,$217.15,1505
09/09/2020,$219.63,5418297,$218.95,$221.62,$218.52,1504
09/08/2020,$217.80,7001501,$217.28,$219.19,$215.3393,1503
09/04/2020,$218.32,6042649,$219.95,$221.48,$215.06,1502
09/03/2020,$218.15,7095354,$222.00,$223.2399,$216.43,1501
09/02/2020,$221.68,5495005,$218.13,$222.09,$218.13,1500
09/01/2020,$218.55,4134939,$216.92,$218.59,$216.62,1499
08/31/2020,$218.04,6134606,$218.62,$219.45,$217.65,1498
08/28/2020,$218.55,4291213,$217.51,$218.81,$215.7297,1497
08/27/2020,$216.87,4814583,$214.99,$217.98,$214.76,1496
08/26/2020,$214.66,4640785,$212.98,$215.83,$212.30,1495
08/25/2020,$213.35,3676863,$213.56,$214.00,$212.85,1494
08/24/2020,$212.61,5040022,$209.23,$213.30,$208.91,1493
08/21/2020,$207.43,4786825,$205.52,$208.40,$205.52,1492
08/20/2020,$206.12,4134384,$205.17,$206.79,$204.51,1491
08/19/2020,$207.21,5831268,$209.19,$210.21,$206.66,1490
08/18/2020,$208.33,3501913,$206.95,$209.76,$206.80,1489
08/17/2020,$206.78,5486419,$210.05,$210.82,$206.34,1488
08/14/2020,$210.96,3444703,$211.04,$211.97,$210.25,1487
08/13/2020,$211.98,4537189,$212.93,$213.33,$211.66,1486
08/12/2020,$213.24,4792657,$213.10,$214.39,$212.31,1485
08/11/2020,$212.66,5689794,$214.74,$215.60,$212.24,1484
08/10/2020,$212.58,6635745,$211.34,$212.92,$209.40,1483
08/07/2020,$209.48,6191783,$204.20,$209.75,$204.00,1482
08/06/2020,$205.02,3387477,$203.00,$205.39,$202.70,1481
08/05/2020,$203.62,5269199,$201.44,$204.69,$201.00,1480
08/04/2020,$200.24,3839089,$198.97,$200.31,$198.11,1479
08/03/2020,$199.26,6253519,$197.28,$200.68,$196.00,1478
07/31/2020,$195.78,5943185,$195.06,$196.00,$193.33,1477
07/30/2020,$194.30,4834570,$193.43,$194.57,$192.25,1476
07/29/2020,$196.41,4069954,$194.03,$196.67,$193.73,1475
07/28/2020,$194.12,4412796,$190.90,$194.46,$190.61,1474
07/27/2020,$192.14,4312003,$193.83,$193.99,$191.77,1473
07/24/2020,$194.52,5143693,$193.25,$196.28,$193.05,1472
07/23/2020,$193.25,6039644,$191.71,$193.39,$191.48,1471
07/22/2020,$192.10,4184472,$191.78,$192.24,$190.63,1470
07/21/2020,$192.27,5257941,$190.40,$193.45,$190.40,1469
07/20/2020,$190.48,4092175,$190.02,$191.23,$189.48,1468
07/17/2020,$190.76,5187529,$191.77,$192.12,$190.4686,1467
07/16/2020,$191.01,4773368,$188.32,$191.93,$188.32,1466
07/15/2020,$190.56,7558957,$192.64,$193.05,$188.75,1465
07/14/2020,$189.71,14687110,$182.42,$190.08,$182.42,1464
07/13/2020,$184.13,7888833,$183.81,$185.82,$183.31,1463
07/10/2020,$182.90,5487025,$178.26,$182.96,$178.09,1462
07/09/2020,$178.80,5424922,$181.79,$181.88,$177.77,1461
07/08/2020,$181.20,5557679,$180.42,$182.3119,$179.77,1460
07/07/2020,$181.15,4956616,$182.02,$182.49,$180.60,1459
07/06/2020,$182.72,6449353,$183.10,$183.52,$181.59,1458
07/02/2020,$178.83,5165918,$180.45,$180.94,$178.24,1457
07/01/2020,$177.99,4623976,$178.41,$180.45,$177.34,1456
06/30/2020,$178.51,6766502,$176.75,$179.12,$176.51,1455
06/29/2020,$177.19,5222730,$175.90,$177.22,$175.33,1454
06/26/2020,$175.37,14776380,$176.71,$178.70,$174.63,1453
06/25/2020,$178.85,6385076,$176.58,$179.7195,$176.06,1452
06/24/2020,$177.53,8086306,$179.61,$179.65,$177.26,1451
06/23/2020,$181.01,6382428,$181.87,$182.39,$180.40,1450
06/22/2020,$180.17,5822331,$179.55,$181.80,$178.87,1449
06/19/2020,$179.72,8765108,$183.50,$183.88,$179.01,1448
06/18/2020,$180.73,4924460,$179.90,$181.36,$179.04,1447
06/17/2020,$180.86,6458205,$183.03,$183.15,$180.11,1446
06/16/2020,$182.30,9414597,$186.55,$186.70,$179.75,1445
06/15/2020,$181.55,8111656,$177.00,$181.7699,$176.05,1444
06/12/2020,$181.21,9479915,$184.02,$184.02,$178.22,1443
06/11/2020,$178.02,15387900,$185.00,$186.9296,$177.93,1442
06/10/2020,$191.51,7351508,$195.85,$196.34,$191.37,1441
06/09/2020,$196.07,7735857,$197.15,$198.79,$195.83,1440
06/08/2020,$201.56,6706518,$202.34,$203.33,$199.56,1439
06/05/2020,$200.66,10400940,$197.88,$201.49,$196.22,1438
06/04/2020,$192.05,5818236,$190.41,$192.11,$189.69,1437
06/03/2020,$190.82,6710121,$188.75,$191.62,$187.81,1436
06/02/2020,$185.94,5806026,$183.99,$186.44,$183.99,1435
06/01/2020,$183.84,5722581,$185.53,$185.71,$183.185,1434
05/29/2020,$185.58,10631070,$183.08,$185.87,$182.53,1433
05/28/2020,$185.10,6315543,$187.24,$187.28,$183.92,1432
05/27/2020,$185.77,7416421,$184.665,$185.98,$183.80,1431
05/26/2020,$180.34,7110034,$179.99,$181.69,$178.68,1430
05/22/2020,$174.93,3589844,$174.86,$175.12,$173.21,1429
05/21/2020,$174.94,4062440,$175.74,$176.65,$174.47,1428
05/20/2020,$176.02,5459007,$174.61,$176.87,$174.29,1427
05/19/2020,$172.49,5580754,$174.12,$174.87,$172.34,1426
05/18/2020,$175.46,7463845,$174.00,$176.87,$172.3091,1425
05/15/2020,$169.25,5941213,$169.82,$170.66,$168.52,1424
05/14/2020,$170.93,7016473,$168.80,$171.40,$167.0401,1423
05/13/2020,$170.57,10262670,$172.00,$172.61,$169.44,1422
05/12/2020,$172.81,6483703,$175.20,$175.7149,$172.73,1421
05/11/2020,$174.64,9239404,$175.23,$175.96,$173.61,1420
05/08/2020,$176.83,5798965,$176.71,$177.26,$174.28,1419
05/07/2020,$173.48,6702275,$173.40,$175.38,$173.05,1418
05/06/2020,$172.38,9016047,$176.94,$177.04,$172.34,1417
05/05/2020,$176.03,9019874,$180.045,$180.23,$175.93,1416
05/04/2020,$177.95,9455779,$179.78,$180.36,$176.3401,1415
05/01/2020,$182.67,7516538,$185.21,$185.89,$181.64,1414
04/30/2020,$187.36,8224394,$188.30,$189.87,$186.71,1413
04/29/2020,$189.61,7654591,$190.64,$192.68,$188.93,1412
04/28/2020,$187.12,6679292,$190.54,$191.00,$187.00,1411
04/27/2020,$187.46,6625074,$187.78,$189.37,$186.35,1410
04/24/2020,$186.52,5206780,$187.08,$187.28,$184.42,1409
04/23/2020,$185.63,6214098,$186.99,$187.35,$184.50,1408
04/22/2020,$186.58,5473376,$186.46,$187.37,$185.34,1407
04/21/2020,$183.48,5886829,$184.17,$185.78,$183.28,1406
04/20/2020,$188.75,6475978,$188.72,$189.35,$187.30,1405
04/17/2020,$191.20,8275774,$192.89,$192.90,$189.02,1404
04/16/2020,$187.96,6257017,$188.90,$188.99,$185.80,1403
04/15/2020,$188.57,6143064,$188.56,$189.59,$187.47,1402
04/14/2020,$192.94,7033292,$193.32,$194.16,$190.82,1401
04/13/2020,$188.77,7897317,$193.85,$193.85,$186.08,1400
04/09/2020,$193.84,10525210,$194.00,$197.23,$191.45,1399
04/08/2020,$191.01,6112986,$187.55,$191.42,$185.14,1398
04/07/2020,$185.25,8151274,$191.99,$192.00,$184.90,1397
04/06/2020,$185.24,9943688,$184.61,$186.41,$180.49,1396
04/03/2020,$178.34,6645402,$178.59,$180.22,$175.44,1395
04/02/2020,$179.73,7276305,$175.00,$180.31,$174.225,1394
04/01/2020,$175.95,8684977,$176.18,$178.67,$174.19,1393
03/31/2020,$182.83,8999502,$182.05,$186.17,$180.57,1392
03/30/2020,$183.18,7674376,$180.04,$184.11,$178.00,1391
03/27/2020,$179.66,10264580,$178.50,$184.24,$176.72,1390
03/26/2020,$183.90,14145130,$181.29,$184.96,$179.59,1389
03/25/2020,$180.47,13856490,$180.01,$189.07,$175.17,1388
03/24/2020,$178.20,14094000,$170.91,$179.14,$169.53,1387
03/23/2020,$162.13,16512830,$165.30,$166.69,$159.50,1386
03/20/2020,$170.06,15218820,$176.30,$177.18,$167.2945,1385
03/19/2020,$174.68,12492310,$170.21,$176.18,$166.00,1384
03/18/2020,$172.44,16682840,$177.29,$181.39,$167.00,1383
03/17/2020,$187.60,15081850,$181.88,$187.81,$177.00,1382
03/16/2020,$177.77,14171800,$174.00,$188.38,$173.62,1381
03/13/2020,$196.40,14867020,$187.45,$196.50,$178.41,1380
03/12/2020,$175.97,22303500,$183.60,$187.6699,$175.00,1379
03/11/2020,$194.64,9586080,$197.32,$198.13,$192.87,1378
03/10/2020,$202.73,10931660,$201.35,$202.86,$195.0517,1377
03/09/2020,$193.13,13986190,$195.00,$198.479,$192.26,1376
03/06/2020,$205.98,9443910,$203.48,$207.41,$202.35,1375
03/05/2020,$208.96,8114450,$212.55,$212.75,$207.01,1374
03/04/2020,$217.86,7409199,$212.14,$218.34,$209.26,1373
03/03/2020,$208.81,10717120,$217.39,$218.15,$206.20,1372
03/02/2020,$217.63,10408120,$207.25,$218.80,$204.4339,1371
02/28/2020,$206.34,15149590,$201.92,$206.44,$199.68,1370
02/27/2020,$207.67,10945540,$212.90,$214.38,$207.28,1369
02/26/2020,$216.06,6907568,$219.65,$220.63,$215.94,1368
02/25/2020,$218.05,8560131,$222.20,$223.24,$216.76,1367
02/24/2020,$221.69,7933733,$221.31,$223.94,$220.27,1366
02/21/2020,$229.33,4702108,$227.53,$230.07,$226.98,1365
02/20/2020,$228.17,3549133,$229.76,$229.79,$227.15,1364
02/19/2020,$229.24,3189102,$227.68,$229.71,$226.93,1363
02/18/2020,$226.77,3153466,$226.39,$227.38,$225.27,1362
02/14/2020,$226.80,2506699,$226.49,$227.14,$225.52,1361
02/13/2020,$226.47,2838906,$226.53,$227.40,$226.10,1360
02/12/2020,$227.44,3786174,$227.60,$228.84,$226.91,1359
02/11/2020,$227.33,2918511,$228.59,$228.59,$227.02,1358
02/10/2020,$227.11,2945177,$227.17,$227.7503,$225.13,1357
02/07/2020,$227.38,2886854,$228.07,$228.62,$226.67,1356
02/06/2020,$229.61,2801166,$229.56,$230.08,$228.53,1355
02/05/2020,$228.65,3364133,$226.91,$228.68,$226.75,1354
02/04/2020,$225.08,3643707,$226.15,$226.94,$224.79,1353
02/03/2020,$223.47,3525322,$225.48,$226.32,$223.00,1352
01/31/2020,$224.43,3948507,$226.49,$226.97,$223.43,1351
01/30/2020,$227.88,3355343,$223.11,$228.08,$222.48,1350
01/29/2020,$224.50,2311394,$224.75,$226.40,$224.31,1349
01/28/2020,$224.03,3613154,$223.44,$225.35,$223.16,1348
01/27/2020,$222.45,5455063,$223.70,$223.90,$221.11,1347
01/24/2020,$226.86,4024035,$229.40,$229.41,$226.04,1346
01/23/2020,$229.38,4750042,$229.43,$229.77,$227.3492,1345
01/22/2020,$229.54,3164373,$229.00,$230.38,$228.41,1344
01/21/2020,$228.63,5842158,$229.85,$231.13,$227.95,1343
01/17/2020,$230.20,6603956,$230.13,$231.61,$229.55,1342
01/16/2020,$229.73,3037238,$229.34,$230.03,$228.52,1341
01/15/2020,$228.35,2664870,$226.80,$228.64,$226.78,1340
01/14/2020,$227.17,3356233,$227.85,$228.3899,$226.88,1339
01/13/2020,$228.45,3287976,$227.05,$228.47,$226.1251,1338
01/10/2020,$226.62,2573152,$228.50,$228.5308,$226.59,1337
01/09/2020,$228.65,3497724,$226.92,$228.85,$226.92,1336
01/08/2020,$225.99,3782033,$226.03,$227.84,$225.87,1335
01/07/2020,$225.92,3530280,$227.26,$227.26,$225.44,1334
01/06/2020,$226.99,4263359,$224.99,$227.13,$224.70,1333
01/03/2020,$226.18,3024008,$225.69,$227.43,$225.48,1332
01/02/2020,$228.39,3767253,$227.51,$228.39,$226.71,1331
12/31/2019,$226.50,3145359,$226.16,$226.72,$225.14,1330
12/30/2019,$225.76,2769821,$226.14,$226.60,$224.67,1329
12/27/2019,$226.14,2769665,$226.86,$226.97,$225.57,1328
12/26/2019,$226.45,1725982,$225.92,$226.51,$225.64,1327
12/24/2019,$225.47,961133,$225.24,$225.65,$224.88,1326
12/23/2019,$225.48,3504201,$226.61,$226.67,$224.93,1325
12/20/2019,$226.31,11574290,$226.24,$227.80,$225.56,1324
12/19/2019,$225.21,4967692,$224.66,$225.66,$224.16,1323
12/18/2019,$225.01,5963388,$227.06,$227.20,$224.89,1322
12/17/2019,$227.05,4867651,$227.27,$228.23,$226.55,1321
12/16/2019,$226.85,4280417,$226.77,$227.81,$226.29,1320
12/13/2019,$225.37,3160709,$225.92,$226.50,$223.96,1319
12/12/2019,$225.92,5124306,$222.88,$226.52,$222.53,1318
12/11/2019,$222.57,3547432,$221.21,$222.65,$221.01,1317
12/10/2019,$221.26,2690874,$222.07,$222.07,$220.21,1316
12/09/2019,$221.38,2616647,$222.71,$223.30,$221.19,1315
12/06/2019,$222.61,3447861,$221.64,$223.00,$221.33,1314
12/05/2019,$219.60,2319936,$218.99,$219.75,$218.05,1313
12/04/2019,$218.40,2667728,$217.95,$218.8828,$217.54,1312
12/03/2019,$218.08,4501807,$218.82,$218.90,$216.3952,1311
12/02/2019,$220.33,3888736,$220.60,$221.38,$220.1101,1310
11/29/2019,$220.30,2256461,$220.50,$220.58,$219.825,1309
11/27/2019,$220.50,3947243,$219.25,$220.59,$218.48,1308
11/26/2019,$218.90,3718712,$219.11,$219.20,$217.72,1307
11/25/2019,$219.06,3650331,$218.74,$219.39,$218.26,1306
11/22/2019,$217.96,2393303,$216.96,$217.99,$216.80,1305
11/21/2019,$216.63,3707678,$217.30,$217.705,$216.30,1304
11/20/2019,$217.48,4966467,$218.01,$218.37,$216.01,1303
11/19/2019,$219.03,3378196,$219.93,$220.00,$218.7827,1302
11/18/2019,$219.35,3894984,$219.95,$220.05,$218.388,1301
11/15/2019,$219.74,3477460,$220.18,$220.43,$218.74,1300
11/14/2019,$219.36,2831807,$219.77,$219.87,$217.91,1299
11/13/2019,$219.77,3190818,$219.72,$220.27,$218.61,1298
11/12/2019,$220.89,2657678,$220.98,$222.19,$220.54,1297
11/11/2019,$220.85,2380511,$220.20,$221.0913,$219.87,1296
11/08/2019,$221.31,3347189,$222.75,$223.00,$219.89,1295
11/07/2019,$222.74,4396330,$222.81,$223.37,$221.67,1294
11/06/2019,$222.00,3664010,$221.09,$222.03,$220.11,1293
11/05/2019,$220.88,5321850,$218.69,$221.68,$218.43,1292
11/04/2019,$217.98,4157127,$217.77,$218.62,$216.9827,1291
